,opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,cycle_duration,quarter_close,account_sector,account_revenue,account_employees,office_location,size_category,manager,regional_office,series,sales_price
4557,1H2PVLZ3,Rosalina Dieter,GTK 500,Xx-holding,Won,2017-09-03,2017-11-10,26186.0,68.0,Q4 2017,Finance,7537.24,20293,United States,Enterprise,Celia Rouche,West,GTK,26768
4558,DV6WD759,Vicki Laflamme,MG Advanced,Newex,Won,2017-09-03,2017-09-14,4251.0,11.0,Q3 2017,Services,1012.72,3492,Germany,Enterprise,Celia Rouche,West,MG,3393
4559,SBC67V5T,Violet Mclelland,MG Special,Ganjaflex,Won,2017-09-03,2017-09-11,51.0,8.0,Q3 2017,Retail,5158.71,17479,Japan,Enterprise,Cara Losch,East,MG,55
4560,IDGLZJRX,Violet Mclelland,MG Special,Gekko & Co,Won,2017-09-03,2017-11-09,62.0,67.0,Q4 2017,Retail,2520.83,3502,United States,Enterprise,Cara Losch,East,MG,55
4563,92IDH7MB,Anna Snelling,MG Special,Scottech,Won,2017-09-04,2017-11-21,58.0,78.0,Q4 2017,Marketing,45.39,100,United States,SMB,Dustin Brinkmann,Central,MG,55
4564,NR1JSUPQ,Boris Faz,GTX Plus Basic,Donware,Won,2017-09-04,2017-11-11,973.0,68.0,Q4 2017,Marketing,1197.44,2570,United States,Enterprise,Rocco Neubert,East,GTX,1096
4565,ZNOARPNW,Boris Faz,GTX Plus Pro,Kinnamplus,Won,2017-09-04,2017-09-13,4954.0,9.0,Q3 2017,Retail,702.72,1831,United States,Enterprise,Rocco Neubert,East,GTX,5482
4566,UAVOPRPV,Corliss Cosme,GTX Plus Pro,Xx-zobam,Won,2017-09-04,2017-12-26,4631.0,113.0,Q4 2017,Entertainment,3838.39,8274,United States,Enterprise,Cara Losch,East,GTX,5482
4567,VMUTS9GK,Daniell Hammack,GTX Plus Pro,Condax,Won,2017-09-04,2017-11-01,5807.0,58.0,Q4 2017,Medical,4.54,9,United States,SMB,Rocco Neubert,East,GTX,5482
4569,9EGLQG3N,Gladys Colclough,GTX Basic,Zumgoity,Won,2017-09-04,2017-12-14,640.0,101.0,Q4 2017,Medical,441.08,1210,United States,Mid-Market,Melvin Marxen,Central,GTX,550
4570,BL23633Z,Gladys Colclough,MG Advanced,Konmatfix,Won,2017-09-04,2017-11-25,3830.0,82.0,Q4 2017,Marketing,375.43,1190,United States,Mid-Market,Melvin Marxen,Central,MG,3393
4571,87G25M68,James Ascencio,GTX Plus Pro,Cheers,Won,2017-09-04,2017-12-28,5285.0,115.0,Q4 2017,Entertainment,4269.9,6472,United States,Enterprise,Summer Sewald,West,GTX,5482
4573,TKI8MEZZ,Moses Frase,GTX Plus Basic,Domzoom,Won,2017-09-04,2017-12-31,975.0,118.0,Q4 2017,Entertainment,217.87,551,United States,SMB,Dustin Brinkmann,Central,GTX,1096
4574,QSHP9AHU,Moses Frase,GTX Plus Basic,Funholding,Won,2017-09-04,2017-12-13,847.0,100.0,Q4 2017,Finance,2819.5,7227,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
4575,MIDW7Q49,Niesha Huffines,MG Advanced,Rangreen,Won,2017-09-04,2017-12-15,2814.0,102.0,Q4 2017,Technolgy,2938.67,8775,Panama,Enterprise,Melvin Marxen,Central,MG,3393
4576,PW7QNSFG,Rosalina Dieter,MG Advanced,Lexiqvolax,Won,2017-09-04,2017-11-06,3275.0,63.0,Q4 2017,Medical,1618.89,3889,United States,Enterprise,Celia Rouche,West,MG,3393
4577,WGYE40NI,Versie Hillebrand,MG Special,Betatech,Won,2017-09-04,2017-12-26,41.0,113.0,Q4 2017,Medical,647.18,1185,Kenya,Mid-Market,Dustin Brinkmann,Central,MG,55
4578,HLX6W646,Vicki Laflamme,GTX Plus Pro,Dalttechnology,Won,2017-09-04,2017-11-19,5185.0,76.0,Q4 2017,Software,98.79,96,United States,SMB,Celia Rouche,West,GTX,5482
4579,FYS6IZO4,Violet Mclelland,MG Special,Mathtouch,Won,2017-09-04,2017-11-07,59.0,64.0,Q4 2017,Marketing,3027.46,9516,Jordan,Enterprise,Cara Losch,East,MG,55
4580,7OSD4T24,Violet Mclelland,MG Special,Silis,Won,2017-09-04,2017-12-08,54.0,95.0,Q4 2017,Medical,2818.38,6290,United States,Enterprise,Cara Losch,East,MG,55
4581,H29A7E6X,Corliss Cosme,GTX Plus Basic,Iselectrics,Won,2017-09-05,2017-11-17,1076.0,73.0,Q4 2017,Technolgy,527.11,1428,United States,Mid-Market,Cara Losch,East,GTX,1096
4582,IDN254QN,Daniell Hammack,GTX Basic,Plussunin,Won,2017-09-05,2017-11-20,490.0,76.0,Q4 2017,Retail,1419.98,4018,United States,Enterprise,Rocco Neubert,East,GTX,550
4590,STVHD67J,Niesha Huffines,GTX Plus Basic,Dontechi,Won,2017-09-05,2017-09-16,1166.0,11.0,Q3 2017,Software,4618.0,10083,United States,Enterprise,Melvin Marxen,Central,GTX,1096
4594,2WPEOPIF,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,2017-09-05,2017-12-04,491.0,90.0,Q4 2017,Medical,1618.89,3889,United States,Enterprise,Celia Rouche,West,GTX,550
4595,XMCRTC2K,Vicki Laflamme,GTX Plus Pro,Green-Plus,Won,2017-09-05,2017-11-07,5532.0,63.0,Q4 2017,Services,692.19,1922,United States,Enterprise,Celia Rouche,West,GTX,5482
4596,ZDVZB8PX,Vicki Laflamme,MG Advanced,Blackzim,Won,2017-09-05,2017-11-14,3930.0,70.0,Q4 2017,Retail,497.11,1588,United States,Enterprise,Celia Rouche,West,MG,3393
4597,5JS6JI3P,Vicki Laflamme,MG Advanced,Labdrill,Won,2017-09-05,2017-11-21,2689.0,77.0,Q4 2017,Medical,2741.37,9226,United States,Enterprise,Celia Rouche,West,MG,3393
4599,S4YQYJPM,Darcel Schlecht,MG Special,Codehow,Won,2017-09-06,2017-09-13,48.0,7.0,Q3 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,MG,55
4600,XAS0EL71,Donn Cantrell,MG Advanced,Xx-zobam,Won,2017-09-06,2017-09-20,3206.0,14.0,Q3 2017,Entertainment,3838.39,8274,United States,Enterprise,Rocco Neubert,East,MG,3393
4601,GQNM1QP8,Elease Gluck,MG Special,Labdrill,Won,2017-09-06,2017-11-29,61.0,84.0,Q4 2017,Medical,2741.37,9226,United States,Enterprise,Celia Rouche,West,MG,55
4604,JJDL1F8R,Jonathan Berthelot,GTX Basic,Streethex,Won,2017-09-06,2017-11-07,532.0,62.0,Q4 2017,Retail,1376.8,1165,Belgium,Mid-Market,Melvin Marxen,Central,GTX,550
4605,0J24X1Y0,Kami Bicknell,MG Special,Lexiqvolax,Won,2017-09-06,2017-09-15,56.0,9.0,Q3 2017,Medical,1618.89,3889,United States,Enterprise,Summer Sewald,West,MG,55
4607,SEYFLN8Y,Markita Hansen,GTX Plus Basic,Scotfind,Won,2017-09-06,2017-12-09,1182.0,94.0,Q4 2017,Software,6354.87,16780,United States,Enterprise,Celia Rouche,West,GTX,1096
4608,EID3MR9L,Marty Freudenburg,GTX Plus Pro,Funholding,Won,2017-09-06,2017-12-20,5788.0,105.0,Q4 2017,Finance,2819.5,7227,United States,Enterprise,Melvin Marxen,Central,GTX,5482
4610,T3W0Z8KP,Versie Hillebrand,MG Special,Cancity,Won,2017-09-06,2017-09-12,61.0,6.0,Q3 2017,Retail,718.62,2448,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4611,WOS93VI5,Wilburn Farren,GTX Plus Basic,Zathunicon,Won,2017-09-06,2017-12-06,1144.0,91.0,Q4 2017,Retail,71.12,144,United States,SMB,Cara Losch,East,GTX,1096
4614,D9CS7EIY,Anna Snelling,GTX Plus Basic,Ron-tech,Won,2017-09-07,2017-12-12,1249.0,96.0,Q4 2017,Medical,3922.42,6837,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
4615,J1VGTXQS,Boris Faz,GTX Plus Basic,Sumace,Won,2017-09-07,2017-12-03,1106.0,87.0,Q4 2017,Retail,167.89,493,Romania,SMB,Rocco Neubert,East,GTX,1096
4616,T87FD71P,Cassey Cress,GTX Plus Basic,Bubba Gump,Won,2017-09-07,2017-11-18,1251.0,72.0,Q4 2017,Software,987.39,2253,United States,Enterprise,Rocco Neubert,East,GTX,1096
4617,AE306TJU,Corliss Cosme,MG Special,Umbrella Corporation,Won,2017-09-07,2017-09-17,54.0,10.0,Q3 2017,Finance,2022.14,5113,United States,Enterprise,Cara Losch,East,MG,55
4618,DPDUK8RG,Darcel Schlecht,MG Advanced,Codehow,Won,2017-09-07,2017-09-12,2969.0,5.0,Q3 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,MG,3393
4619,AR35V2L2,Garret Kinder,GTX Basic,Sumace,Won,2017-09-07,2017-09-13,558.0,6.0,Q3 2017,Retail,167.89,493,Romania,SMB,Cara Losch,East,GTX,550
4620,9SU2A73Y,Jonathan Berthelot,GTX Basic,Betatech,Won,2017-09-07,2017-09-18,585.0,11.0,Q3 2017,Medical,647.18,1185,Kenya,Mid-Market,Melvin Marxen,Central,GTX,550
4621,98R4AZA8,Kary Hendrixson,GTX Basic,Plexzap,Won,2017-09-07,2017-12-17,566.0,101.0,Q4 2017,Retail,2437.85,4874,United States,Enterprise,Summer Sewald,West,GTX,550
4622,S5NVSXEX,Moses Frase,GTX Plus Basic,Condax,Won,2017-09-07,2017-12-11,1033.0,95.0,Q4 2017,Medical,4.54,9,United States,SMB,Dustin Brinkmann,Central,GTX,1096
4623,C6F5DTFR,Niesha Huffines,GTX Basic,Dontechi,Won,2017-09-07,2017-12-19,587.0,103.0,Q4 2017,Software,4618.0,10083,United States,Enterprise,Melvin Marxen,Central,GTX,550
4626,8FULX0EA,Versie Hillebrand,MG Special,Funholding,Won,2017-09-07,2017-11-02,62.0,56.0,Q4 2017,Finance,2819.5,7227,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4627,WA5NRVIG,Versie Hillebrand,MG Special,Konmatfix,Won,2017-09-07,2017-12-12,54.0,96.0,Q4 2017,Marketing,375.43,1190,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
4628,XO7D3NYR,Vicki Laflamme,GTX Basic,Condax,Won,2017-09-07,2017-11-03,499.0,57.0,Q4 2017,Medical,4.54,9,United States,SMB,Celia Rouche,West,GTX,550
4631,BFH34LVO,Zane Levy,GTX Basic,Faxquote,Won,2017-09-07,2017-11-26,458.0,80.0,Q4 2017,Telecommunications,1825.82,5595,United States,Enterprise,Summer Sewald,West,GTX,550
4632,QHVGK8DM,Zane Levy,MG Special,Condax,Won,2017-09-07,2017-11-30,61.0,84.0,Q4 2017,Medical,4.54,9,United States,SMB,Summer Sewald,West,MG,55
4634,3Y6REURA,Anna Snelling,GTX Plus Pro,Funholding,Won,2017-09-08,2017-09-24,5600.0,16.0,Q3 2017,Finance,2819.5,7227,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
4636,8AKZH8QS,Boris Faz,GTX Plus Basic,Zotware,Won,2017-09-08,2017-12-17,1259.0,100.0,Q4 2017,Software,4478.47,13809,United States,Enterprise,Rocco Neubert,East,GTX,1096
4637,FAS1KT97,Boris Faz,GTX Plus Basic,Zotware,Won,2017-09-08,2017-09-14,1114.0,6.0,Q3 2017,Software,4478.47,13809,United States,Enterprise,Rocco Neubert,East,GTX,1096
4638,RAPX57I3,Boris Faz,MG Special,Kinnamplus,Won,2017-09-08,2017-11-25,57.0,78.0,Q4 2017,Retail,702.72,1831,United States,Enterprise,Rocco Neubert,East,MG,55
4641,SSEOGPPI,Darcel Schlecht,MG Advanced,Funholding,Won,2017-09-08,2017-09-10,3346.0,2.0,Q3 2017,Finance,2819.5,7227,United States,Enterprise,Melvin Marxen,Central,MG,3393
4646,E28C318S,James Ascencio,GTX Basic,Newex,Won,2017-09-08,2017-11-04,546.0,57.0,Q4 2017,Services,1012.72,3492,Germany,Enterprise,Summer Sewald,West,GTX,550
4649,MOSX49BG,Kami Bicknell,GTX Basic,Finjob,Won,2017-09-08,2017-11-24,596.0,77.0,Q4 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,GTX,550
4651,WSKZBAYI,Kary Hendrixson,GTX Plus Basic,Fasehatice,Won,2017-09-08,2017-12-08,1171.0,91.0,Q4 2017,Retail,4968.91,7523,United States,Enterprise,Summer Sewald,West,GTX,1096
4652,19H5KFIC,Marty Freudenburg,GTX Plus Basic,Globex Corporation,Won,2017-09-08,2017-12-03,1021.0,86.0,Q4 2017,Technolgy,1223.72,2497,Norway,Enterprise,Melvin Marxen,Central,GTX,1096
4658,DR2H05BG,Cecily Lampkin,GTX Basic,Bioholding,Won,2017-09-09,2017-09-22,600.0,13.0,Q3 2017,Medical,587.34,1356,Philipines,Mid-Market,Dustin Brinkmann,Central,GTX,550
4659,TDVM9PDL,Donn Cantrell,GTX Basic,Ganjaflex,Won,2017-09-09,2017-12-26,547.0,108.0,Q4 2017,Retail,5158.71,17479,Japan,Enterprise,Rocco Neubert,East,GTX,550
4663,IX8AYR6F,Kami Bicknell,GTX Basic,Faxquote,Won,2017-09-09,2017-12-14,582.0,96.0,Q4 2017,Telecommunications,1825.82,5595,United States,Enterprise,Summer Sewald,West,GTX,550
4664,4LVXK5H1,Kami Bicknell,GTX Plus Basic,J-Texon,Won,2017-09-09,2017-09-25,1047.0,16.0,Q3 2017,Retail,1388.67,3583,United States,Enterprise,Summer Sewald,West,GTX,1096
4666,2LOQKW1C,Niesha Huffines,GTX Basic,Domzoom,Won,2017-09-09,2017-09-24,568.0,15.0,Q3 2017,Entertainment,217.87,551,United States,SMB,Melvin Marxen,Central,GTX,550
4667,MA1LQG9S,Niesha Huffines,GTX Plus Pro,Inity,Won,2017-09-09,2017-11-27,6255.0,79.0,Q4 2017,Marketing,2403.58,8801,United States,Enterprise,Melvin Marxen,Central,GTX,5482
4668,JMQRT3TC,Versie Hillebrand,MG Special,Dontechi,Won,2017-09-09,2017-12-31,57.0,113.0,Q4 2017,Software,4618.0,10083,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4669,XETHS437,Versie Hillebrand,MG Special,Rundofase,Won,2017-09-09,2017-12-07,53.0,89.0,Q4 2017,Technolgy,1008.06,1238,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
4670,6EYTZB6F,Versie Hillebrand,MG Advanced,Konmatfix,Won,2017-09-09,2017-12-12,3811.0,94.0,Q4 2017,Marketing,375.43,1190,United States,Mid-Market,Dustin Brinkmann,Central,MG,3393
4671,DXY9EZ55,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-09-09,2017-12-12,456.0,94.0,Q4 2017,Technolgy,8170.38,16499,Korea,Enterprise,Celia Rouche,West,GTX,550
4672,ITDTMROU,Cassey Cress,MG Advanced,Xx-zobam,Won,2017-09-10,2017-12-05,3371.0,86.0,Q4 2017,Entertainment,3838.39,8274,United States,Enterprise,Rocco Neubert,East,MG,3393
4673,IFO74RWI,Cecily Lampkin,GTX Plus Basic,Treequote,Won,2017-09-10,2017-11-29,1151.0,80.0,Q4 2017,Telecommunications,5266.09,8595,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
4674,4O6T16XI,Cecily Lampkin,MG Advanced,Scottech,Won,2017-09-10,2017-12-25,3748.0,106.0,Q4 2017,Marketing,45.39,100,United States,SMB,Dustin Brinkmann,Central,MG,3393
4675,SUPA1RHK,Corliss Cosme,GTX Plus Pro,Umbrella Corporation,Won,2017-09-10,2017-09-15,5717.0,5.0,Q3 2017,Finance,2022.14,5113,United States,Enterprise,Cara Losch,East,GTX,5482
4676,PERK5YXJ,Daniell Hammack,GTX Plus Basic,Iselectrics,Won,2017-09-10,2017-12-13,1111.0,94.0,Q4 2017,Technolgy,527.11,1428,United States,Mid-Market,Rocco Neubert,East,GTX,1096
4677,MUUNQNG2,Darcel Schlecht,GTX Plus Basic,Bioholding,Won,2017-09-10,2017-09-17,1159.0,7.0,Q3 2017,Medical,587.34,1356,Philipines,Mid-Market,Melvin Marxen,Central,GTX,1096
4678,J1SCD7QL,Darcel Schlecht,MG Advanced,Rangreen,Won,2017-09-10,2017-11-06,3251.0,57.0,Q4 2017,Technolgy,2938.67,8775,Panama,Enterprise,Melvin Marxen,Central,MG,3393
4681,S5R9O6TL,Gladys Colclough,GTX Plus Basic,Codehow,Won,2017-09-10,2017-12-18,1083.0,99.0,Q4 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,GTX,1096
4682,N78A330G,Gladys Colclough,MG Special,Bioholding,Won,2017-09-10,2017-11-08,54.0,59.0,Q4 2017,Medical,587.34,1356,Philipines,Mid-Market,Melvin Marxen,Central,MG,55
4683,ZHI12PI4,Hayden Neloms,MG Advanced,Blackzim,Won,2017-09-10,2017-12-29,3302.0,110.0,Q4 2017,Retail,497.11,1588,United States,Enterprise,Celia Rouche,West,MG,3393
4684,38ZR3URJ,James Ascencio,GTX Basic,Golddex,Won,2017-09-10,2017-11-25,552.0,76.0,Q4 2017,Finance,52.5,165,United States,SMB,Summer Sewald,West,GTX,550
4685,6DJ817MW,James Ascencio,GTX Basic,Singletechno,Won,2017-09-10,2017-11-16,468.0,67.0,Q4 2017,Retail,2214.94,5374,United States,Enterprise,Summer Sewald,West,GTX,550
4689,3KLVZN6M,Kary Hendrixson,GTX Basic,Cheers,Won,2017-09-10,2017-12-05,538.0,86.0,Q4 2017,Entertainment,4269.9,6472,United States,Enterprise,Summer Sewald,West,GTX,550
4690,WGSLK719,Kary Hendrixson,MG Advanced,Y-corporation,Won,2017-09-10,2017-12-12,3021.0,93.0,Q4 2017,Employment,2871.35,9561,United States,Enterprise,Summer Sewald,West,MG,3393
4691,0MMDQ1OR,Lajuana Vencill,GTX Basic,Codehow,Won,2017-09-10,2017-11-12,511.0,63.0,Q4 2017,Software,2714.9,2641,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
4692,SMQV0BRI,Maureen Marcano,GTX Plus Pro,Blackzim,Won,2017-09-10,2017-09-21,5832.0,11.0,Q3 2017,Retail,497.11,1588,United States,Enterprise,Summer Sewald,West,GTX,5482
4696,NR9UD54C,Versie Hillebrand,MG Special,Warephase,Won,2017-09-10,2017-11-27,50.0,78.0,Q4 2017,Services,2041.73,5276,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4698,T94JAB4C,Vicki Laflamme,MG Special,Plexzap,Won,2017-09-10,2017-11-22,58.0,73.0,Q4 2017,Retail,2437.85,4874,United States,Enterprise,Celia Rouche,West,MG,55
4700,8G2OTKLL,Violet Mclelland,MG Special,Mathtouch,Won,2017-09-10,2017-09-27,66.0,17.0,Q3 2017,Marketing,3027.46,9516,Jordan,Enterprise,Cara Losch,East,MG,55
4703,VYJ20GOM,Anna Snelling,MG Special,Cancity,Won,2017-09-11,2017-11-17,44.0,67.0,Q4 2017,Retail,718.62,2448,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4704,GIWI7CWJ,Boris Faz,GTX Plus Basic,Konex,Won,2017-09-11,2017-12-30,1140.0,110.0,Q4 2017,Technolgy,7708.38,13756,United States,Enterprise,Rocco Neubert,East,GTX,1096
4705,VTO3SNNX,Cassey Cress,GTX Plus Pro,Zencorporation,Won,2017-09-11,2017-09-21,5245.0,10.0,Q3 2017,Technolgy,40.79,142,China,SMB,Rocco Neubert,East,GTX,5482
4706,OVPNOM6O,Cecily Lampkin,GTX Plus Pro,Gogozoom,Won,2017-09-11,2017-12-04,5520.0,84.0,Q4 2017,Telecommunications,86.68,187,United States,SMB,Dustin Brinkmann,Central,GTX,5482
4709,ZCFAVNF3,Gladys Colclough,MG Special,Streethex,Won,2017-09-11,2017-09-20,53.0,9.0,Q3 2017,Retail,1376.8,1165,Belgium,Mid-Market,Melvin Marxen,Central,MG,55
4710,RDMKSDT0,Kami Bicknell,GTX Plus Pro,Plusstrip,Won,2017-09-11,2017-12-10,4872.0,90.0,Q4 2017,Entertainment,349.81,315,United States,SMB,Summer Sewald,West,GTX,5482
4712,Y93GK95W,Markita Hansen,MG Advanced,Hatfan,Won,2017-09-11,2017-09-21,3138.0,10.0,Q3 2017,Services,792.46,1299,United States,Mid-Market,Celia Rouche,West,MG,3393
4714,ZDAJ4PFJ,Moses Frase,GTX Basic,Bioholding,Won,2017-09-11,2017-12-03,513.0,83.0,Q4 2017,Medical,587.34,1356,Philipines,Mid-Market,Dustin Brinkmann,Central,GTX,550
4716,EHPG1PNC,Violet Mclelland,GTX Basic,Kan-code,Won,2017-09-11,2017-12-18,644.0,98.0,Q4 2017,Software,11698.03,34288,United States,Enterprise,Cara Losch,East,GTX,550
4718,1MTLDVU8,Zane Levy,GTX Basic,Newex,Won,2017-09-11,2017-09-19,560.0,8.0,Q3 2017,Services,1012.72,3492,Germany,Enterprise,Summer Sewald,West,GTX,550
4721,Y25T06D2,Anna Snelling,GTX Plus Basic,dambase,Won,2017-09-12,2017-12-26,866.0,105.0,Q4 2017,Marketing,2173.98,2928,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
4724,WRSA8PVU,Darcel Schlecht,GTX Basic,Finhigh,Won,2017-09-12,2017-12-16,626.0,95.0,Q4 2017,Finance,1102.43,1759,United States,Enterprise,Melvin Marxen,Central,GTX,550
4725,ML5QMJPM,Garret Kinder,MG Advanced,Konex,Won,2017-09-12,2017-12-05,3497.0,84.0,Q4 2017,Technolgy,7708.38,13756,United States,Enterprise,Cara Losch,East,MG,3393
4726,EWEW7ZMQ,Garret Kinder,MG Advanced,Opentech,Won,2017-09-12,2017-11-16,3072.0,65.0,Q4 2017,Finance,355.23,853,United States,Mid-Market,Cara Losch,East,MG,3393
4728,JFBWABB1,Hayden Neloms,MG Advanced,Labdrill,Won,2017-09-12,2017-11-26,3473.0,75.0,Q4 2017,Medical,2741.37,9226,United States,Enterprise,Celia Rouche,West,MG,3393
4729,A0Z6FYRO,Jonathan Berthelot,GTX Basic,Conecom,Won,2017-09-12,2017-09-19,530.0,7.0,Q3 2017,Technolgy,1520.66,1806,United States,Enterprise,Melvin Marxen,Central,GTX,550
4730,51AC0Q99,Jonathan Berthelot,GTX Plus Basic,Gogozoom,Won,2017-09-12,2017-12-16,1066.0,95.0,Q4 2017,Telecommunications,86.68,187,United States,SMB,Melvin Marxen,Central,GTX,1096
4731,897MKBP9,Jonathan Berthelot,MG Special,Cancity,Won,2017-09-12,2017-12-18,64.0,97.0,Q4 2017,Retail,718.62,2448,United States,Enterprise,Melvin Marxen,Central,MG,55
4732,Y5IRSKVA,Jonathan Berthelot,MG Special,Rangreen,Won,2017-09-12,2017-12-25,59.0,104.0,Q4 2017,Technolgy,2938.67,8775,Panama,Enterprise,Melvin Marxen,Central,MG,55
4733,QS440NN9,Kary Hendrixson,GTX Plus Basic,Goodsilron,Won,2017-09-12,2017-11-30,1077.0,79.0,Q4 2017,Marketing,2952.73,5107,United States,Enterprise,Summer Sewald,West,GTX,1096
4734,1MZ8GDLF,Marty Freudenburg,MG Special,Betatech,Won,2017-09-12,2017-09-21,72.0,9.0,Q3 2017,Medical,647.18,1185,Kenya,Mid-Market,Melvin Marxen,Central,MG,55
4735,64SDWSQH,Maureen Marcano,GTX Plus Pro,Kan-code,Won,2017-09-12,2017-09-20,4870.0,8.0,Q3 2017,Software,11698.03,34288,United States,Enterprise,Summer Sewald,West,GTX,5482
4737,2MH79C2B,Versie Hillebrand,MG Special,Konmatfix,Won,2017-09-12,2017-09-26,54.0,14.0,Q3 2017,Marketing,375.43,1190,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
4738,3YZFYEMI,Versie Hillebrand,MG Special,Toughzap,Won,2017-09-12,2017-12-09,50.0,88.0,Q4 2017,Retail,332.43,799,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
4743,SWXO4J19,Zane Levy,GTX Plus Basic,Konex,Won,2017-09-12,2017-11-20,1029.0,69.0,Q4 2017,Technolgy,7708.38,13756,United States,Enterprise,Summer Sewald,West,GTX,1096
4744,07DPEL0B,Anna Snelling,GTX Basic,Cancity,Won,2017-09-13,2017-11-25,629.0,73.0,Q4 2017,Retail,718.62,2448,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
4745,7GDRCAJR,Cassey Cress,GTX Basic,Iselectrics,Won,2017-09-13,2017-09-24,600.0,11.0,Q3 2017,Technolgy,527.11,1428,United States,Mid-Market,Rocco Neubert,East,GTX,550
4749,J9V49YC3,Kary Hendrixson,GTX Plus Pro,Labdrill,Won,2017-09-13,2017-12-12,5158.0,90.0,Q4 2017,Medical,2741.37,9226,United States,Enterprise,Summer Sewald,West,GTX,5482
4750,H3ZS0FBT,Marty Freudenburg,GTX Basic,Cancity,Won,2017-09-13,2017-11-21,477.0,69.0,Q4 2017,Retail,718.62,2448,United States,Enterprise,Melvin Marxen,Central,GTX,550
4751,GIIHTQGY,Maureen Marcano,GTX Plus Pro,Lexiqvolax,Won,2017-09-13,2017-11-16,4972.0,64.0,Q4 2017,Medical,1618.89,3889,United States,Enterprise,Summer Sewald,West,GTX,5482
4752,0LTBCZHI,Niesha Huffines,MG Advanced,Treequote,Won,2017-09-13,2017-11-30,3902.0,78.0,Q4 2017,Telecommunications,5266.09,8595,United States,Enterprise,Melvin Marxen,Central,MG,3393
4753,8U0BUWUQ,Reed Clapper,GTX Plus Basic,Plussunin,Won,2017-09-13,2017-12-14,1176.0,92.0,Q4 2017,Retail,1419.98,4018,United States,Enterprise,Rocco Neubert,East,GTX,1096
4754,86GSJWQW,Rosalina Dieter,MG Special,Golddex,Won,2017-09-13,2017-11-30,54.0,78.0,Q4 2017,Finance,52.5,165,United States,SMB,Celia Rouche,West,MG,55
4755,B7BT5DB8,Vicki Laflamme,MG Special,Dalttechnology,Won,2017-09-13,2017-11-29,51.0,77.0,Q4 2017,Software,98.79,96,United States,SMB,Celia Rouche,West,MG,55
4756,NJTWATVH,Zane Levy,GTX Basic,Labdrill,Won,2017-09-13,2017-09-21,518.0,8.0,Q3 2017,Medical,2741.37,9226,United States,Enterprise,Summer Sewald,West,GTX,550
4757,ZLIQCT7V,Zane Levy,GTX Basic,Sonron,Won,2017-09-13,2017-12-06,505.0,84.0,Q4 2017,Telecommunications,1699.85,5108,United States,Enterprise,Summer Sewald,West,GTX,550
4758,0U0GUDIX,Anna Snelling,GTX Plus Pro,Stanredtax,Won,2017-09-14,2017-09-18,5421.0,4.0,Q3 2017,Finance,1698.2,3798,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
4759,GBRQN296,Donn Cantrell,MG Advanced,Ontomedia,Won,2017-09-14,2017-12-17,3331.0,94.0,Q4 2017,Employment,882.12,2769,United States,Enterprise,Rocco Neubert,East,MG,3393
4761,59O0CDJE,James Ascencio,GTX Basic,Newex,Won,2017-09-14,2017-12-20,504.0,97.0,Q4 2017,Services,1012.72,3492,Germany,Enterprise,Summer Sewald,West,GTX,550
4762,RU9Y6GR1,James Ascencio,GTX Plus Basic,Plexzap,Won,2017-09-14,2017-12-10,1117.0,87.0,Q4 2017,Retail,2437.85,4874,United States,Enterprise,Summer Sewald,West,GTX,1096
4763,Y9NTV3K5,Kami Bicknell,MG Advanced,Labdrill,Won,2017-09-14,2017-09-23,3596.0,9.0,Q3 2017,Medical,2741.37,9226,United States,Enterprise,Summer Sewald,West,MG,3393
4764,DT8SWPLT,Lajuana Vencill,GTX Basic,dambase,Won,2017-09-14,2017-12-12,545.0,89.0,Q4 2017,Marketing,2173.98,2928,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
4765,URRBXP0V,Lajuana Vencill,MG Advanced,Rangreen,Won,2017-09-14,2017-11-08,3362.0,55.0,Q4 2017,Technolgy,2938.67,8775,Panama,Enterprise,Dustin Brinkmann,Central,MG,3393
